All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position	Product	Regulation - transcription factor regulators of gene	Common-Name
XNR_RS24010	XNR_RS24025 // XNR_RS24020 // XNR_RS24015 // XNR_RS24010 // XNR_RS24005 // XNR_RS24000 // XNR_RS23995	XNR_RS24010	5509478	5510854	ADP-ribosylglycohydrolase family protein		
XNR_RS24015	XNR_RS24025 // XNR_RS24020 // XNR_RS24015 // XNR_RS24010 // XNR_RS24005 // XNR_RS24000 // XNR_RS23995	XNR_RS24015	5510851	5512026	ADP-ribosylglycohydrolase family protein		
XNR_RS24020	XNR_RS24025 // XNR_RS24020 // XNR_RS24015 // XNR_RS24010 // XNR_RS24005 // XNR_RS24000 // XNR_RS23995	XNR_RS24020	5512034	5513227	ADP-ribosylglycohydrolase family protein		
XNR_RS24025	XNR_RS24025 // XNR_RS24020 // XNR_RS24015 // XNR_RS24010 // XNR_RS24005 // XNR_RS24000 // XNR_RS23995	XNR_RS24025	5513224	5514369	ADP-ribosylglycohydrolase family protein		
XNR_RS24030	XNR_RS24030	XNR_RS24030	5514677	5515408	VIT1/CCC1 transporter family protein		
XNR_RS24040	XNR_RS24040 // gltB	XNR_RS24040	5520302	5521762	glutamate synthase subunit beta		
XNR_RS24045	XNR_RS24045	XNR_RS24045	5521935	5522855	chitosanase		
XNR_RS24050	XNR_RS24050	XNR_RS24050	5523187	5523390	cold-shock protein		
XNR_RS24055	XNR_RS24055	XNR_RS24055	5523485	5525203	DEAD/DEAH box helicase		
XNR_RS24060	XNR_RS24060	XNR_RS24060	5525308	5526822	ankyrin repeat domain-containing protein		
XNR_RS24065	XNR_RS24065	XNR_RS24065	5526953	5527333	chorismate mutase		
XNR_RS24070	XNR_RS24070	XNR_RS24070	5527415	5527603	CsbD family protein		
XNR_RS24075	XNR_RS24075	XNR_RS24075	5527765	5528448	HAD family hydrolase		
XNR_RS24080	XNR_RS24080	XNR_RS24080	5528499	5529242	hypothetical protein		
XNR_RS24090	XNR_RS24095 // XNR_RS24090	XNR_RS24090	5532183	5533562	aminotransferase class V-fold PLP-dependent enzyme		
XNR_RS24095	XNR_RS24095 // XNR_RS24090	XNR_RS24095	5533559	5534974	SidA/IucD/PvdA family monooxygenase		
XNR_RS24100	XNR_RS24100	XNR_RS24100	5535075	5536892	5'-nucleotidase C-terminal domain-containing protein		
XNR_RS24110	XNR_RS24110	XNR_RS24110	5538663	5539439	hypothetical protein		
XNR_RS24115	XNR_RS24115	XNR_RS24115	5539545	5539622	tRNA-Leu		
XNR_RS24120	XNR_RS24120	XNR_RS24120	5539739	5540392	response regulator		
XNR_RS24125	XNR_RS24140 // XNR_RS24135 // XNR_RS24130 // XNR_RS24125	XNR_RS24125	5540466	5541182	ABC transporter ATP-binding protein		
XNR_RS24130	XNR_RS24140 // XNR_RS24135 // XNR_RS24130 // XNR_RS24125	XNR_RS24130	5541179	5542087	ABC transporter ATP-binding protein		
XNR_RS24135	XNR_RS24140 // XNR_RS24135 // XNR_RS24130 // XNR_RS24125	XNR_RS24135	5542093	5543859	branched-chain amino acid transport permease		
XNR_RS24140	XNR_RS24140 // XNR_RS24135 // XNR_RS24130 // XNR_RS24125	XNR_RS24140	5543865	5544797	branched-chain amino acid ABC transporter permease		
XNR_RS24145	XNR_RS24145	XNR_RS24145	5544901	5546145	branched-chain amino acid ABC transporter substrate-binding protein		
XNR_RS24150	XNR_RS24150	XNR_RS24150	5546725	5547531	AAC(3) family N-acetyltransferase		
XNR_RS24155	XNR_RS24155	XNR_RS24155	5547606	5548079	hotdog fold thioesterase		
XNR_RS24160	XNR_RS24160	XNR_RS24160	5548195	5550471	FdhF/YdeP family oxidoreductase		
XNR_RS24170	XNR_RS24170	XNR_RS24170	5553714	5555438	lytic transglycosylase domain-containing protein		
XNR_RS24180	XNR_RS24180 // hrpB	XNR_RS24180	5558186	5559112	class I SAM-dependent methyltransferase		
XNR_RS24190	XNR_RS24190	XNR_RS24190	5561012	5561971	right-handed parallel beta-helix repeat-containing protein		
XNR_RS24195	XNR_RS24195	XNR_RS24195	5562183	5563124	PAC2 family protein		
XNR_RS24200	XNR_RS24200	XNR_RS24200	5563208	5563813	dephospho-CoA kinase		
XNR_RS24205	XNR_RS24205	XNR_RS24205	5563884	5564246	tetratricopeptide repeat protein		
XNR_RS24210	XNR_RS24210	XNR_RS24210	5564324	5564881	GNAT family N-acetyltransferase		
XNR_RS24215	XNR_RS24215	XNR_RS24215	5564920	5565150	hypothetical protein		
XNR_RS24220	XNR_RS24220	XNR_RS24220	5565264	5565617	RNA-binding S4 domain-containing protein		
XNR_RS24225	XNR_RS24225	XNR_RS24225	5565785	5567287	YfcC family protein		
XNR_RS24230	XNR_RS24230	XNR_RS24230	5567280	5567849	2'-5' RNA ligase family protein		
XNR_RS24235	XNR_RS24240 // XNR_RS24235	XNR_RS24235	5567905	5568342	hypothetical protein		
XNR_RS24240	XNR_RS24240 // XNR_RS24235	XNR_RS24240	5568376	5568777	ATP-binding protein		
XNR_RS24245	XNR_RS24250 // XNR_RS24245	XNR_RS24245	5568980	5569840	helix-turn-helix domain-containing protein		
XNR_RS24250	XNR_RS24250 // XNR_RS24245	XNR_RS24250	5569840	5570082	DUF397 domain-containing protein		
XNR_RS24255	XNR_RS24255	XNR_RS24255	5570255	5571067	SAM-dependent methyltransferase		
XNR_RS24260	XNR_RS24260	XNR_RS24260	5571088	5571570	DUF1772 domain-containing protein		
XNR_RS24265	XNR_RS24265	XNR_RS24265	5571695	5572327	uridine kinase		
XNR_RS24270	XNR_RS24270	XNR_RS24270	5572422	5572919	VOC family protein		
XNR_RS24275	XNR_RS24275	XNR_RS24275	5572865	5574241	MFS transporter		
XNR_RS24280	XNR_RS24285 // XNR_RS24280	XNR_RS24280	5574291	5574851	methylated-DNA--[protein]-cysteine S-methyltransferase		
XNR_RS24285	XNR_RS24285 // XNR_RS24280	XNR_RS24285	5574886	5575827	glycerophosphoryl diester phosphodiesterase		
XNR_RS24290	uvrB // XNR_RS24290	XNR_RS24290	5576199	5577134	membrane protein		
XNR_RS24300	XNR_RS24300	XNR_RS24300	5579463	5580041	TerD family protein		
XNR_RS24305	XNR_RS24305	XNR_RS24305	5580194	5582047	TerD family protein		
XNR_RS24310	XNR_RS24310	XNR_RS24310	5582326	5583339	TerC family protein		
XNR_RS24320	XNR_RS24320	XNR_RS24320	5584365	5585021	MBL fold metallo-hydrolase		
XNR_RS24325	XNR_RS24325	XNR_RS24325	5585070	5585765	maleylpyruvate isomerase family mycothiol-dependent enzyme		
XNR_RS24335	XNR_RS24335	XNR_RS24335	5589215	5590969	alpha/beta-hydrolase family protein		
XNR_RS24340	XNR_RS24340	XNR_RS24340	5591041	5591463	Rieske (2Fe-2S) protein		
XNR_RS24370	secG // XNR_RS24375 // XNR_RS24370 // gap	XNR_RS24370	5598545	5599756	phosphoglycerate kinase		
XNR_RS24375	secG // XNR_RS24375 // XNR_RS24370 // gap	XNR_RS24375	5599763	5600548	triose-phosphate isomerase		
XNR_RS24385	XNR_RS24385	XNR_RS24385	5601089	5601424	RNA polymerase-binding protein RbpA		
XNR_RS24405	XNR_RS24415 // tal // XNR_RS24405 // opcA // pgl	XNR_RS24405	5605126	5606649	glucose-6-phosphate dehydrogenase		
XNR_RS24415	XNR_RS24415 // tal // XNR_RS24405 // opcA // pgl	XNR_RS24415	5607848	5609935	transketolase		
XNR_RS24420	XNR_RS24420	XNR_RS24420	5610318	5611280	protoheme IX farnesyltransferase		
XNR_RS24425	XNR_RS24425	XNR_RS24425	5611391	5611756	hypothetical protein		
XNR_RS24430	XNR_RS24430	XNR_RS24430	5611857	5612960	amidohydrolase		
XNR_RS24435	XNR_RS24435	XNR_RS24435	5613025	5614035	heme A synthase		
XNR_RS24440	XNR_RS24445 // XNR_RS24440	XNR_RS24440	5614090	5614857	ABC transporter permease		
XNR_RS24445	XNR_RS24445 // XNR_RS24440	XNR_RS24445	5614854	5615813	ABC transporter ATP-binding protein		
XNR_RS24450	XNR_RS24485 // XNR_RS24480 // XNR_RS24475 // sufC // XNR_RS24465 // sufD // sufB // XNR_RS24450	XNR_RS24450	5615997	5616740	transcriptional regulator		
XNR_RS24465	XNR_RS24485 // XNR_RS24480 // XNR_RS24475 // sufC // XNR_RS24465 // sufD // sufB // XNR_RS24450	XNR_RS24465	5619440	5619757	non-heme iron oxygenase ferredoxin subunit		
XNR_RS24475	XNR_RS24485 // XNR_RS24480 // XNR_RS24475 // sufC // XNR_RS24465 // sufD // sufB // XNR_RS24450	XNR_RS24475	5620525	5621793	cysteine desulfurase		
XNR_RS24480	XNR_RS24485 // XNR_RS24480 // XNR_RS24475 // sufC // XNR_RS24465 // sufD // sufB // XNR_RS24450	XNR_RS24480	5621804	5622280	SUF system NifU family Fe-S cluster assembly protein		
XNR_RS24485	XNR_RS24485 // XNR_RS24480 // XNR_RS24475 // sufC // XNR_RS24465 // sufD // sufB // XNR_RS24450	XNR_RS24485	5622277	5622615	metal-sulfur cluster assembly factor		
XNR_RS24495	XNR_RS24495	XNR_RS24495	5623808	5625664	endonuclease/exonuclease/phosphatase family protein		
XNR_RS24500	XNR_RS24500	XNR_RS24500	5625906	5627366	hypothetical protein		
XNR_RS24505	XNR_RS24505	XNR_RS24505	5627527	5627709	hypothetical protein		
XNR_RS24510	XNR_RS24510	XNR_RS24510	5628595	5629797	TerD family protein		
XNR_RS24515	XNR_RS24515	XNR_RS24515	5629843	5630475	integral membrane efflux protein		
XNR_RS24520	XNR_RS24530 // XNR_RS24525 // XNR_RS24520	XNR_RS24520	5630589	5631239	response regulator transcription factor		
XNR_RS24525	XNR_RS24530 // XNR_RS24525 // XNR_RS24520	XNR_RS24525	5631236	5632492	two-component sensor histidine kinase		
XNR_RS24530	XNR_RS24530 // XNR_RS24525 // XNR_RS24520	XNR_RS24530	5632489	5633596	histidine kinase		
XNR_RS24535	XNR_RS24535	XNR_RS24535	5633915	5635450	aldehyde dehydrogenase family protein		
XNR_RS24540	XNR_RS24540	XNR_RS24540	5635616	5636341	DsbA family oxidoreductase		
XNR_RS24545	XNR_RS24545	XNR_RS24545	5636467	5637516	aminotransferase class V-fold PLP-dependent enzyme		
XNR_RS24550	XNR_RS24550	XNR_RS24550	5637527	5638039	winged helix-turn-helix transcriptional regulator		
XNR_RS24555	XNR_RS24555	XNR_RS24555	5638211	5639272	alkene reductase		
XNR_RS24565	ectA // ectB // XNR_RS24565 // thpD	XNR_RS24565	5640346	5640744	ectoine synthase		
XNR_RS24580	XNR_RS24580	XNR_RS24580	5643171	5644286	alanine--glyoxylate aminotransferase family protein		
XNR_RS24585	XNR_RS24585	XNR_RS24585	5644361	5645452	amidohydrolase family protein		
XNR_RS24590	XNR_RS24590	XNR_RS24590	5645784	5646770	LPXTG cell wall anchor domain-containing protein		
XNR_RS24595	XNR_RS24595	XNR_RS24595	5646961	5647500	GNAT family N-acetyltransferase		
XNR_RS24600	XNR_RS24620 // cobO // XNR_RS24610 // XNR_RS24605 // XNR_RS24600	XNR_RS24600	5647508	5648554	threonine-phosphate decarboxylase		
XNR_RS24605	XNR_RS24620 // cobO // XNR_RS24610 // XNR_RS24605 // XNR_RS24600	XNR_RS24605	5648557	5648997	cobalamin biosynthesis protein		
XNR_RS24610	XNR_RS24620 // cobO // XNR_RS24610 // XNR_RS24605 // XNR_RS24600	XNR_RS24610	5648994	5650388	cobyrinate a,c-diamide synthase		
XNR_RS24620	XNR_RS24620 // cobO // XNR_RS24610 // XNR_RS24605 // XNR_RS24600	XNR_RS24620	5650981	5653104	putative cobaltochelatase		
XNR_RS24625	XNR_RS24630 // XNR_RS24625	XNR_RS24625	5653205	5654773	cobyric acid synthase		
XNR_RS24630	XNR_RS24630 // XNR_RS24625	XNR_RS24630	5654770	5655756	cobalamin biosynthesis protein		
XNR_RS24635	XNR_RS24640 // XNR_RS24635	XNR_RS24635	5656188	5656409	hypothetical protein		
XNR_RS24640	XNR_RS24640 // XNR_RS24635	XNR_RS24640	5656441	5657721	inorganic phosphate transporter		
XNR_RS24645	XNR_RS24645	XNR_RS24645	5658034	5658756	class II aldolase/adducin family protein		
XNR_RS24650	XNR_RS24650	XNR_RS24650	5658831	5659964	alpha/beta hydrolase		
XNR_RS24655	XNR_RS24655	XNR_RS24655	5661045	5662454	hypothetical protein		
XNR_RS24660	XNR_RS24660	XNR_RS24660	5662497	5662913	glyoxalase		
XNR_RS24665	XNR_RS24665	XNR_RS24665	5663169	5664767	ABC-F family ATP-binding cassette domain-containing protein		
XNR_RS24670	XNR_RS24670	XNR_RS24670	5665215	5665436	hypothetical protein		
XNR_RS24675	XNR_RS24675	XNR_RS24675	5665569	5666369	enoyl-CoA hydratase/isomerase family protein		
XNR_RS24680	XNR_RS24680	XNR_RS24680	5666549	5667169	hypothetical protein		
XNR_RS24685	XNR_RS24685	XNR_RS24685	5667378	5667839	Asp23/Gls24 family envelope stress response protein		
XNR_RS24690	amaP // XNR_RS24700 // XNR_RS24695 // XNR_RS24690	XNR_RS24690	5667907	5668098	hypothetical protein		
XNR_RS24695	amaP // XNR_RS24700 // XNR_RS24695 // XNR_RS24690	XNR_RS24695	5668095	5668439	Asp23/Gls24 family envelope stress response protein		
XNR_RS24700	amaP // XNR_RS24700 // XNR_RS24695 // XNR_RS24690	XNR_RS24700	5668436	5669101	hypothetical protein		
XNR_RS24710	XNR_RS24710	XNR_RS24710	5669755	5670510	SDR family oxidoreductase		
XNR_RS24715	XNR_RS24715	XNR_RS24715	5670579	5671403	SURF1 family protein		
XNR_RS24720	XNR_RS24720	XNR_RS24720	5671480	5672454	DEDDh family exonuclease		
XNR_RS24725	XNR_RS24730 // XNR_RS24725	XNR_RS24725	5672628	5673512	sterol desaturase family protein		
XNR_RS24730	XNR_RS24730 // XNR_RS24725	XNR_RS24730	5673509	5674222	lysoplasmalogenase		
XNR_RS24735	XNR_RS24735	XNR_RS24735	5674227	5675309	CopD family protein		
XNR_RS24740	XNR_RS24740	XNR_RS24740	5675380	5676786	CoA transferase		
XNR_RS24745	XNR_RS24745	XNR_RS24745	5676924	5678465	S8 family serine peptidase		
XNR_RS24750	XNR_RS24755 // XNR_RS24750	XNR_RS24750	5679062	5679376	DUF485 domain-containing protein		
XNR_RS24755	XNR_RS24755 // XNR_RS24750	XNR_RS24755	5679373	5681013	cation acetate symporter		
XNR_RS24765	XNR_RS24770 // XNR_RS24765	XNR_RS24765	5682221	5682493	hypothetical protein		
XNR_RS24770	XNR_RS24770 // XNR_RS24765	XNR_RS24770	5682513	5684072	AbgT family transporter		
XNR_RS24775	XNR_RS24775	XNR_RS24775	5684212	5685450	amidohydrolase family protein		
XNR_RS24780	XNR_RS24780	XNR_RS24780	5685605	5686729	AsnC family transcriptional regulator		
XNR_RS24785	XNR_RS24785	XNR_RS24785	5686985	5687365	DUF3099 domain-containing protein		
XNR_RS24790	XNR_RS24790	XNR_RS24790	5687558	5687830	GlsB/YeaQ/YmgE family stress response membrane protein		
XNR_RS24795	XNR_RS24795	XNR_RS24795	5687901	5689172	tyrosine--tRNA ligase		
XNR_RS24810	XNR_RS24810	XNR_RS24810	5691097	5691456	hypothetical protein		
XNR_RS24815	XNR_RS24815	XNR_RS24815	5691463	5692146	FadR family transcriptional regulator		
XNR_RS24820	XNR_RS24820	XNR_RS24820	5692325	5693626	MFS transporter		
XNR_RS24825	XNR_RS24825	XNR_RS24825	5694007	5694219	hypothetical protein		
XNR_RS24830	XNR_RS24830	XNR_RS24830	5694304	5694858	histidine phosphatase family protein		
XNR_RS24840	XNR_RS24840	XNR_RS24840	5696470	5699034	FHA domain-containing protein		
XNR_RS24845	XNR_RS24845	XNR_RS24845	5699133	5699858	transglycosylase SLT domain-containing protein		
XNR_RS24850	XNR_RS24855 // XNR_RS24850	XNR_RS24850	5700315	5701412	S-adenosylmethionine:tRNA ribosyltransferase-isomerase		
XNR_RS24855	XNR_RS24855 // XNR_RS24850	XNR_RS24855	5701409	5702128	SDR family oxidoreductase		
XNR_RS24860	XNR_RS24865 // XNR_RS24860	XNR_RS24860	5702403	5703578	GAF domain-containing sensor histidine kinase		
XNR_RS24865	XNR_RS24865 // XNR_RS24860	XNR_RS24865	5703571	5704239	response regulator transcription factor		
XNR_RS24870	XNR_RS24870	XNR_RS24870	5704418	5704663	DUF320 domain-containing protein		
XNR_RS24875	XNR_RS24875	XNR_RS24875	5704741	5705514	hypothetical protein		
XNR_RS24880	XNR_RS24880	XNR_RS24880	5705645	5706442	ABC transporter ATP-binding protein		
XNR_RS24885	XNR_RS24885	XNR_RS24885	5706509	5706937	NfeD family protein		
XNR_RS24890	XNR_RS24890	XNR_RS24890	5707054	5707995	SPFH/Band 7/PHB domain protein		
XNR_RS24895	XNR_RS24895	XNR_RS24895	5708069	5708575	HNH endonuclease		
XNR_RS24900	XNR_RS24900	XNR_RS24900	5708800	5709336	YbhB/YbcL family Raf kinase inhibitor-like protein		
XNR_RS24905	XNR_RS24905	XNR_RS24905	5709384	5710166	sporulation protein		
XNR_RS24910	XNR_RS24910	XNR_RS24910	5710321	5710965	DNA-3-methyladenine glycosylase		
XNR_RS24915	XNR_RS24915	XNR_RS24915	5711484	5713010	16S ribosomal RNA		
XNR_RS24920	XNR_RS24920	XNR_RS24920	5713330	5716452	23S ribosomal RNA		
XNR_RS24930	XNR_RS24935 // XNR_RS24930	XNR_RS24930	5716962	5718182	hypothetical protein		
XNR_RS24935	XNR_RS24935 // XNR_RS24930	XNR_RS24935	5718164	5718979	tetratricopeptide repeat protein		
XNR_RS24940	XNR_RS24940	XNR_RS24940	5719108	5720379	DUF1015 domain-containing protein		
XNR_RS24945	XNR_RS24945	XNR_RS24945	5720452	5721480	HAD hydrolase-like protein		
XNR_RS24950	XNR_RS24950	XNR_RS24950	5721527	5721901	hypothetical protein		
XNR_RS24955	XNR_RS24965 // XNR_RS24960 // XNR_RS24955	XNR_RS24955	5721944	5722309	hypothetical protein		
XNR_RS24960	XNR_RS24965 // XNR_RS24960 // XNR_RS24955	XNR_RS24960	5722340	5723155	TlyA family RNA methyltransferase		
XNR_RS24965	XNR_RS24965 // XNR_RS24960 // XNR_RS24955	XNR_RS24965	5723152	5724117	NAD kinase		
XNR_RS24975	XNR_RS24975	XNR_RS24975	5726090	5726575	GNAT family N-acetyltransferase		
XNR_RS24980	XNR_RS24980	XNR_RS24980	5726809	5727279	hypothetical protein		
XNR_RS24985	XNR_RS24990 // XNR_RS24985	XNR_RS24985	5727583	5728632	glycosyltransferase family 4 protein		
XNR_RS24990	XNR_RS24990 // XNR_RS24985	XNR_RS24990	5728619	5729212	AAA family ATPase		
XNR_RS24995	XNR_RS24995	XNR_RS24995	5729232	5730893	PucR family transcriptional regulator		
XNR_RS25000	XNR_RS25000	XNR_RS25000	5731316	5733145	glycoside hydrolase family 15 protein		
XNR_RS25005	XNR_RS25005	XNR_RS25005	5733719	5735389	CTP synthase		
XNR_RS25010	XNR_RS25010	XNR_RS25010	5735507	5736190	NUDIX hydrolase		
XNR_RS25015	XNR_RS25015	XNR_RS25015	5736414	5738654	tetratricopeptide repeat protein		
XNR_RS25025	XNR_RS25030 // XNR_RS25025	XNR_RS25025	5740300	5741469	ParA family protein		
XNR_RS25030	XNR_RS25030 // XNR_RS25025	XNR_RS25030	5741466	5742020	hypothetical protein		
XNR_RS25035	XNR_RS25045 // scpB // XNR_RS25035	XNR_RS25035	5742117	5743166	segregation/condensation protein A		
XNR_RS25045	XNR_RS25045 // scpB // XNR_RS25035	XNR_RS25045	5743822	5744877	rRNA pseudouridine synthase		
XNR_RS25050	XNR_RS25060 // XNR_RS25055 // XNR_RS25050	XNR_RS25050	5745047	5745751	NUDIX hydrolase		
XNR_RS25055	XNR_RS25060 // XNR_RS25055 // XNR_RS25050	XNR_RS25055	5745748	5746758	ADP-ribosylglycohydrolase family protein		
XNR_RS25060	XNR_RS25060 // XNR_RS25055 // XNR_RS25050	XNR_RS25060	5746755	5747537	nucleotidyltransferase domain-containing protein		
XNR_RS25065	XNR_RS25065	XNR_RS25065	5747548	5748279	nucleotidyltransferase domain-containing protein		
XNR_RS25070	XNR_RS25070	XNR_RS25070	5748385	5749470	prephenate dehydrogenase		
XNR_RS25075	XNR_RS25080 // XNR_RS25075	XNR_RS25075	5749607	5750308	(d)CMP kinase		
XNR_RS25080	XNR_RS25080 // XNR_RS25075	XNR_RS25080	5750305	5750958	1-acyl-sn-glycerol-3-phosphate acyltransferase		
XNR_RS25090	XNR_RS25090	XNR_RS25090	5752618	5752959	hypothetical protein		
XNR_RS25095	XNR_RS25095	XNR_RS25095	5753070	5753840	hypothetical protein		
XNR_RS25100	XNR_RS25100	XNR_RS25100	5754050	5754583	LysM peptidoglycan-binding domain-containing protein		
XNR_RS25105	XNR_RS25110 // XNR_RS25105	XNR_RS25105	5754745	5756025	glycosyltransferase family 4 protein		
XNR_RS25110	XNR_RS25110 // XNR_RS25105	XNR_RS25110	5756022	5756933	hypothetical protein		
XNR_RS25115	XNR_RS25115	XNR_RS25115	5757143	5758153	YafY family transcriptional regulator		
XNR_RS25120	XNR_RS25120	XNR_RS25120	5758410	5758625	hypothetical protein		
XNR_RS25125	XNR_RS25125	XNR_RS25125	5758720	5759775	phosphatase PAP2 family protein		
XNR_RS25130	XNR_RS25130	XNR_RS25130	5760020	5761078	glycosyltransferase family 39 protein		
XNR_RS25135	XNR_RS25135	XNR_RS25135	5761413	5763134	MFS transporter		
XNR_RS25140	XNR_RS25140	XNR_RS25140	5763144	5763587	cell division protein SepF		
XNR_RS25145	XNR_RS25145	XNR_RS25145	5763880	5765052	hypothetical protein		
XNR_RS25150	XNR_RS25150	XNR_RS25150	5765069	5766055	ABC transporter substrate-binding protein		
XNR_RS25155	XNR_RS25170 // XNR_RS25165 // XNR_RS25160 // XNR_RS25155	XNR_RS25155	5766662	5767576	amino acid ABC transporter permease		
XNR_RS25160	XNR_RS25170 // XNR_RS25165 // XNR_RS25160 // XNR_RS25155	XNR_RS25160	5767573	5769474	FAD/NAD(P)-binding protein		
XNR_RS25165	XNR_RS25170 // XNR_RS25165 // XNR_RS25160 // XNR_RS25155	XNR_RS25165	5769458	5770366	amino acid ABC transporter permease		
XNR_RS25170	XNR_RS25170 // XNR_RS25165 // XNR_RS25160 // XNR_RS25155	XNR_RS25170	5770372	5771124	amino acid ABC transporter ATP-binding protein		
XNR_RS25175	XNR_RS25175	XNR_RS25175	5771200	5772186	ABC transporter substrate-binding protein		
XNR_RS25180	XNR_RS25190 // XNR_RS25185 // XNR_RS25180	XNR_RS25180	5772229	5773353	LLM class flavin-dependent oxidoreductase		
XNR_RS25185	XNR_RS25190 // XNR_RS25185 // XNR_RS25180	XNR_RS25185	5773350	5774687	NtaA/DmoA family FMN-dependent monooxygenase		
XNR_RS25190	XNR_RS25190 // XNR_RS25185 // XNR_RS25180	XNR_RS25190	5774680	5775474	DUF1684 domain-containing protein		
XNR_RS25195	XNR_RS25195	XNR_RS25195	5775707	5776606	S1 family peptidase		
XNR_RS25200	XNR_RS25200	XNR_RS25200	5776824	5777942	slipin family protein		
XNR_RS25205	XNR_RS25205	XNR_RS25205	5778459	5779541	S1 family peptidase		
XNR_RS25210	XNR_RS25210	XNR_RS25210	5779600	5780658	hypothetical protein		
XNR_RS25215	XNR_RS25220 // XNR_RS25215	XNR_RS25215	5780847	5784365	DNA polymerase III subunit alpha		
XNR_RS25220	XNR_RS25220 // XNR_RS25215	XNR_RS25220	5784362	5785333	hypothetical protein		
XNR_RS25225	XNR_RS25225	XNR_RS25225	5785533	5786405	alpha/beta fold hydrolase		
XNR_RS25230	XNR_RS25230	XNR_RS25230	5786519	5787514	lytic polysaccharide monooxygenase		
XNR_RS25235	XNR_RS25240 // XNR_RS25235	XNR_RS25235	5787694	5788203	DUF402 domain-containing protein		
XNR_RS25240	XNR_RS25240 // XNR_RS25235	XNR_RS25240	5788184	5789101	GNAT family N-acetyltransferase		
XNR_RS25245	XNR_RS25245	XNR_RS25245	5789278	5789664	GntR family transcriptional regulator		
XNR_RS25250	XNR_RS25250	XNR_RS25250	5789728	5790897	AAA family ATPase		
XNR_RS25255	XNR_RS25255	XNR_RS25255	5791048	5792394	xylan 1,4-beta-xylosidase		
XNR_RS25260	XNR_RS25260	XNR_RS25260	5792561	5793151	hypothetical protein		
XNR_RS25265	XNR_RS25265	XNR_RS25265	5793235	5793681	cytidine deaminase		
XNR_RS25270	XNR_RS25270	XNR_RS25270	5793697	5795697	hypothetical protein		
XNR_RS25275	XNR_RS25290 // XNR_RS25285 // XNR_RS25280 // XNR_RS25275	XNR_RS25275	5795832	5797169	polysaccharide biosynthesis C-terminal domain-containing protein		
XNR_RS25280	XNR_RS25290 // XNR_RS25285 // XNR_RS25280 // XNR_RS25275	XNR_RS25280	5797162	5798064	polysaccharide deacetylase family protein		
XNR_RS25285	XNR_RS25290 // XNR_RS25285 // XNR_RS25280 // XNR_RS25275	XNR_RS25285	5798061	5799098	glycosyltransferase		
