Orthogroup	Bsu	Eco	Mtu	Pae	Sac	Sal	Sen
OG0004283		b4410					STM4335
OG0004284		b4411					STM4336
OG0004285		b4257					STM4474
OG0004286		b4509					STM2618
OG0004287		"b4510, b4528"					
OG0004288		b4513					STM0707
OG0004289		b4515					STM0742
OG0004290		b4517					STM1809
OG0004291		b4526					STM2630
OG0004292		b4529					STM1649
OG0004293		b4536					STM1841
OG0004294		b4539	Rv3358				
OG0004295		b4542					STM2161
OG0004296		b4502		PA1578a			
OG0004297		b4547					STM2484
OG0004298		b4553					STM3657
OG0004299		b4554					STM3688
OG0004300		b4555					STM3774
OG0004301		b4558					STM3946
OG0004302		b4565					STM1613
OG0004303		b4567					STM4552
OG0004304			Rv0004			XNR_RS14925	
OG0004305			Rv0007			XNR_RS14940	
OG0004306			Rv0011c			XNR_RS15030	
OG0004307			Rv0036c			XNR_RS11305	
OG0004308			Rv0037c			XNR_RS14820	
OG0004309			"Rv0040c, Rv1016c"				
OG0004310			Rv0047c			XNR_RS14810	
OG0004311			Rv0051			XNR_RS14800	
OG0004312			Rv0060	PA1746			
OG0004313			"Rv0072, Rv2563"				
OG0004314			"Rv0073, Rv2564"				
OG0004315			Rv0077c			XNR_RS16310	
OG0004316			Rv0080			XNR_RS04155	
OG0004317			Rv0104	PA4704			
OG0004318			Rv0127			XNR_RS06915	
OG0004319			Rv0128	PA0255			
OG0004320			Rv0140			XNR_RS06645	
OG0004321			Rv0142			XNR_RS09540	
OG0004322			Rv0156	PA0195.1			
OG0004323			"Rv0175, Rv0177"				
OG0004324			Rv0180c			XNR_RS00210	
OG0004325			Rv0182c			XNR_RS19730	
OG0004326			Rv0184			XNR_RS16925	
OG0004327			Rv0195			XNR_RS02625	
OG0004328			"Rv0228, Rv1254"				
OG0004329			Rv0235c			XNR_RS27980	
OG0004330			"Rv0246, Rv2209"				
OG0004331			"Rv0270, Rv1427c"				
OG0004332			"Rv0276, Rv2237"				
OG0004333			"Rv0287, Rv3020c"				
OG0004334			"Rv0293c, Rv2627c"				
OG0004335			"Rv0310c, Rv2910c"				
OG0004336			"Rv0312, Rv2264c"				
OG0004337			"Rv0320, Rv1728c"				
OG0004338			Rv0332			XNR_RS05915	
OG0004339			"Rv0340, Rv0341"				
OG0004340			"Rv0347, Rv0831c"				
OG0004341			"Rv0348, Rv3188"				
OG0004342			Rv0360c			XNR_RS15875	
OG0004343			Rv0412c			XNR_RS21205	
OG0004344			Rv0430			XNR_RS11915	
OG0004345			Rv0437c			XNR_RS02270	
OG0004346			Rv0444c			XNR_RS25810	
OG0004347			Rv0446c			XNR_RS12895	
OG0004348			Rv0448c			XNR_RS12910	
OG0004349			Rv0449c			XNR_RS12915	
OG0004350			"Rv0456c, Rv0673"				
OG0004351			"Rv0464c, Rv1531"				
OG0004352			"Rv0466, Rv2001"				
OG0004353			Rv0476			XNR_RS16750	
OG0004354			Rv0487			XNR_RS16775	
OG0004355			Rv0495c			XNR_RS17350	
OG0004356			Rv0496			XNR_RS17355	
OG0004357			Rv0498			XNR_RS17365	
OG0004358			"Rv0519c, Rv0774c"				
OG0004359			Rv0525			XNR_RS17630	
OG0004360			Rv0528			XNR_RS17650	
OG0004361			Rv0540			XNR_RS12130	
OG0004362			Rv0541c			XNR_RS12110	
OG0004363			"Rv0543c, Rv3046c"				
OG0004364			"Rv0569, Rv2302"				
OG0004365			Rv0585c			XNR_RS08055	
OG0004366			"Rv0598c, Rv2596"				
OG0004367			"Rv0599c, Rv2595"				
OG0004368			"Rv0604, Rv2999"				
OG0004369			"Rv0609A, Rv0612"				
OG0004370			Rv0613c				STM2742
OG0004371			"Rv0628c, Rv0874c"				
OG0004372			Rv0632c	PA1748			
OG0004373			Rv0636			XNR_RS18320	
OG0004374			Rv0654			XNR_RS28990	
OG0004375			Rv0657c			XNR_RS16335	
OG0004376			Rv0669c	PA0845			
OG0004377			"Rv0679c, Rv0680c"				
OG0004378			Rv0695		SACI_RS00670		
OG0004379			"Rv0698, Rv3639c"				
OG0004380			"Rv0713, Rv3435c"				
OG0004381			Rv0737			XNR_RS07035	
OG0004382			"Rv0740, Rv0750"				
OG0004383			Rv0759c			XNR_RS13255	
OG0004384			Rv0785			XNR_RS25480	
OG0004385			Rv0786c			XNR_RS02495	
OG0004386			Rv0793	PA2198			
OG0004387			Rv0798c			XNR_RS28165	
OG0004388			"Rv0804, Rv1863c"				
OG0004389			Rv0806c			XNR_RS04415	
OG0004390			Rv0807			XNR_RS14095	
OG0004391			Rv0810c			XNR_RS14080	
OG0004392			Rv0813c			XNR_RS16550	
OG0004393			"Rv0275c, Rv0825c"				
OG0004394			"Rv0826, Rv1645c"				
OG0004395			Rv0840c				STM1380
OG0004396			"Rv0841, Rv0842"				
OG0004397			Rv0851c	PA3277			
OG0004398			Rv0853c				STM2405
OG0004399			Rv0862c			XNR_RS11650	
OG0004400			Rv0868c			XNR_RS16495	
OG0004401			Rv0876c			XNR_RS11530	
OG0004402			Rv0877			XNR_RS11525	
OG0004403			Rv0881			XNR_RS26255	
OG0004404			Rv0883c			XNR_RS05035	
OG0004405			Rv0884c			XNR_RS11375	
OG0004406			Rv0889c			XNR_RS11265	
OG0004407			Rv0898c			XNR_RS00495	
OG0004408			Rv0908			XNR_RS11505	
OG0004409			"Rv0910, Rv1546"				
OG0004410			Rv0919				STM3651
OG0004411			Rv0920c				STM1860
OG0004412			Rv0925c			XNR_RS28245	
OG0004413			"Rv0926c, Rv1059"				
OG0004414			Rv0944			XNR_RS27990	
OG0004415			Rv0948c			XNR_RS18925	
OG0004416			"Rv0965c, Rv2798c"				
OG0004417			Rv0973c			XNR_RS11290	
OG0004418			Rv0982			XNR_RS16465	
OG0004419			Rv0991c			XNR_RS29720	
OG0004420			Rv1024			XNR_RS09940	
OG0004421			Rv1025			XNR_RS09935	
OG0004422			Rv1066			XNR_RS05395	
OG0004423			Rv1069c			XNR_RS24335	
OG0004424			Rv1072			XNR_RS09870	
OG0004425			"Rv1076, Rv3487c"				
OG0004426			Rv1081c			XNR_RS20025	
OG0004427			Rv1082			XNR_RS20030	
OG0004428			"Rv1103c, Rv2472"				
OG0004429			"Rv1132, Rv1431"				
OG0004430			Rv1144	PA2554			
OG0004431			Rv1147	PA0798			
OG0004432			Rv1156			XNR_RS14260	
OG0004433			Rv1167c			XNR_RS02500	
OG0004434			"Rv1184c, Rv3822"				
OG0004435			"Rv1191, Rv3312c"				
OG0004436			Rv1207			XNR_RS08250	
OG0004437			Rv1208			XNR_RS11900	
OG0004438			Rv1209			XNR_RS08245	
OG0004439			Rv1211			XNR_RS29660	
OG0004440			Rv1217c			XNR_RS17725	
OG0004441			"Rv1228, Rv2341"				
OG0004442			Rv1231c			XNR_RS08190	
OG0004443			Rv1240			XNR_RS19210	
OG0004444			Rv1245c	PA1537			
OG0004445			"Rv1246c, Rv2866"				
OG0004446			Rv1249c			XNR_RS25965	
OG0004447			"Rv1252c, Rv3483c"				
OG0004448			"Rv1267c, Rv3124"				
OG0004449			"Rv1269c, Rv1813c"				
OG0004450			Rv1288			XNR_RS19525	
OG0004451			Rv1312			XNR_RS07235	
OG0004452			"Rv1313c, Rv3798"				
OG0004453			Rv1322			XNR_RS07170	
OG0004454			Rv1332			XNR_RS08875	
OG0004455			Rv1334			XNR_RS08860	
OG0004456			Rv1348	PA4223			
OG0004457			"Rv1352, Rv1906c"				
OG0004458			"Rv1360, Rv3192"				
OG0004459			"Rv1378c, Rv3074"				
OG0004460			Rv1382			XNR_RS26600	
OG0004461			Rv1385			XNR_RS26620	
OG0004462			Rv1388			XNR_RS26625	
OG0004463			"Rv1398c, Rv2547"				
OG0004464			"Rv1403c, Rv1405c"				
OG0004465			Rv1404			XNR_RS16300	
OG0004466			Rv1440			XNR_RS24380	
OG0004467			Rv1443c	PA3847			
OG0004468			Rv1446c			XNR_RS24400	
OG0004469			"Rv1459c, Rv2174"				
OG0004470			Rv1460			XNR_RS24450	
OG0004471			Rv1481	PA3073			
OG0004472			Rv1486c			XNR_RS24875	
OG0004473			Rv1487			XNR_RS24885	
OG0004474			Rv1492			XNR_RS23105	
OG0004475			"Rv1501, Rv3633"				
OG0004476			"Rv1510, Rv3630"				
OG0004477			"Rv1513, Rv2956"				
OG0004478			"Rv1533, Rv1894c"				
OG0004479			"Rv1576c, Rv2650c"				
OG0004480			"Rv1577c, Rv2651c"				
OG0004481			"Rv1578c, Rv2652c"				
OG0004482			"Rv1583c, Rv2656c"				
OG0004483			Rv1616			XNR_RS23965	
OG0004484			Rv1624c	PA5409			
OG0004485			Rv1636			XNR_RS12875	
OG0004486			Rv1691			XNR_RS24935	
OG0004487			Rv1733c			XNR_RS00305	
OG0004488			Rv1735c		SACI_RS08390		
OG0004489			"Rv1738, Rv2632c"				
OG0004490			Rv1739c	PA1647			
OG0004491			"Rv1750c, Rv3506"				
OG0004492			"Rv1765c, Rv2015c"				
OG0004493			Rv1767	PA0565			
OG0004494			"Rv1794, Rv3889c"				
OG0004495			"Rv1797, Rv3882c"				
OG0004496			Rv1812c	PA2691			
OG0004497			Rv1827			XNR_RS30170	
OG0004498			Rv1828			XNR_RS27080	
OG0004499			Rv1829			XNR_RS27085	
OG0004500			Rv1830			XNR_RS27090	
OG0004501			Rv1845c			XNR_RS00475	
OG0004502			Rv1846c			XNR_RS29980	
OG0004503			"Rv1868, Rv2047c"				
OG0004504			Rv1870c			XNR_RS20675	
OG0004505			Rv1878	PA5508			
OG0004506			Rv1882c	PA2099			
OG0004507			Rv1898			XNR_RS07065	
OG0004508			Rv1905c			XNR_RS01450	
OG0004509			"Rv1910c, Rv1911c"				
OG0004510			Rv1913			XNR_RS21695	
OG0004511			Rv1929c			XNR_RS23935	
OG0004512			"Rv1943c, Rv1946c"				
OG0004513			"Rv1951c, Rv2077A"				
OG0004514			Rv1960c				STM2955
OG0004515			"Rv0157A, Rv1975"				
OG0004516			Rv1976c			XNR_RS03785	
OG0004517			Rv1977			XNR_RS21570	
OG0004518			"Rv1980c, Rv3036c"				
OG0004519			Rv2004c	PA4701			
OG0004520			Rv2033c			XNR_RS21690	
OG0004521			Rv2036			XNR_RS16670	
OG0004522			Rv2044c	PA3386			
OG0004523			Rv2061c			XNR_RS02420	
OG0004524			Rv2074			XNR_RS15765	
OG0004525			Rv2075c			XNR_RS19050	
OG0004526			Rv2095c			XNR_RS25730	
OG0004527			Rv2096c			XNR_RS25725	
OG0004528			Rv2097c			XNR_RS25710	
OG0004529			Rv2111c			XNR_RS25685	
OG0004530			Rv2112c			XNR_RS25680	
OG0004531			Rv2115c			XNR_RS25675	
OG0004532			Rv2117			XNR_RS05680	
OG0004533			Rv2119			XNR_RS25650	
OG0004534			Rv2125			XNR_RS25600	
OG0004535			Rv2130c			XNR_RS25595	
OG0004536			Rv2133c			XNR_RS25590	
OG0004537			Rv2134c			XNR_RS25585	
OG0004538			Rv2135c			XNR_RS25580	
OG0004539			Rv2146c			XNR_RS23780	
OG0004540			Rv2151c			XNR_RS23755	
OG0004541			Rv2169c			XNR_RS23685	
OG0004542			Rv2170			XNR_RS05725	
OG0004543			Rv2173			XNR_RS28185	
OG0004544			Rv2175c			XNR_RS23640	
OG0004545			"Rv2177c, Rv2424c"				
OG0004546			Rv2180c			XNR_RS23300	
OG0004547			Rv2184c			XNR_RS23535	
OG0004548			Rv2185c			XNR_RS23530	
OG0004549			"Rv2198c, Rv3209"				
OG0004550			Rv2199c			XNR_RS23405	
OG0004551			Rv2202c			XNR_RS23385	
OG0004552			Rv2206			XNR_RS23330	
OG0004553			Rv2219			XNR_RS23205	
OG0004554			"Rv2223c, Rv2224c"				
OG0004555			Rv2226			XNR_RS21490	
OG0004556			Rv2229c			XNR_RS22700	
OG0004557			Rv2239c			XNR_RS22435	
OG0004558			Rv2256c			XNR_RS22335	
OG0004559			Rv2257c			XNR_RS22380	
OG0004560			Rv2263			XNR_RS06410	
OG0004561			"Rv2267c, Rv3529c"				
OG0004562			Rv2277c	PA4792			
OG0004563			Rv2314c	PA2530			
OG0004564			Rv2342			XNR_RS22145	
OG0004565			Rv2365c			XNR_RS21820	
OG0004566			Rv2375			XNR_RS14270	
OG0004567			Rv2395	PA3934			
OG0004568			Rv2410c	PA1731			
OG0004569			Rv2411c	PA1730			
OG0004570			Rv2413c			XNR_RS21660	
OG0004571			Rv2429			XNR_RS20400	
OG0004572			Rv2516c			XNR_RS29705	
OG0004573			Rv2551c			XNR_RS17940	
OG0004574			"Rv2557, Rv2558"				
OG0004575			Rv2567	PA4927			
OG0004576			Rv2582			XNR_RS26485	
OG0004577			Rv2588c			XNR_RS26450	
OG0004578			Rv2598			XNR_RS15835	
OG0004579			Rv2611c			XNR_RS26405	
OG0004580			Rv2619c			XNR_RS11050	
OG0004581			Rv2633c	PA2171			
OG0004582			Rv2636			XNR_RS24990	
OG0004583			Rv2671			XNR_RS03675	
OG0004584			Rv2680			XNR_RS03760	
OG0004585			Rv2681			XNR_RS03770	
OG0004586			Rv2694c			XNR_RS04940	
OG0004587			Rv2696c			XNR_RS04970	
OG0004588			Rv2698			XNR_RS04985	
OG0004589			Rv2699c			XNR_RS04995	
OG0004590			Rv2702			XNR_RS20525	
OG0004591			Rv2707			XNR_RS03465	
OG0004592			Rv2708c			XNR_RS09125	
OG0004593			Rv2714			XNR_RS24195	
OG0004594			Rv2728c			XNR_RS05335	
OG0004595			Rv2731			XNR_RS26480	
OG0004596			Rv2754c		SACI_RS11355		
OG0004597			Rv2772c			XNR_RS05590	
OG0004598			"Rv2811, Rv3771c"				
OG0004599			Rv2821c		SACI_RS09910		
OG0004600			"Rv2825c, Rv2828c"				
OG0004601			Rv2840c			XNR_RS05690	
OG0004602			Rv2844			XNR_RS05710	
OG0004603			Rv2867c			XNR_RS05760	
OG0004604			Rv2901c			XNR_RS05990	
OG0004605			Rv2913c			XNR_RS20135	
OG0004606			Rv2917			XNR_RS09080	
OG0004607			Rv2927c			XNR_RS06140	
OG0004608			"Rv2961, Rv3387"				
OG0004609			Rv2983			XNR_RS06205	
OG0004610			Rv3015c			XNR_RS06630	
OG0004611			Rv3026c	PA4351			
OG0004612			Rv3027c	PA4350			
OG0004613			Rv3033			XNR_RS18995	
OG0004614			Rv3037c			XNR_RS18815	
OG0004615			Rv3040c			XNR_RS13535	
OG0004616			Rv3064c			XNR_RS22530	
OG0004617			"Rv3094c, Rv3570c"				
OG0004618			Rv3099c			XNR_RS15240	
OG0004619			Rv3113			XNR_RS09320	
OG0004620			"Rv3120, Rv3322c"				
OG0004621			Rv3138		SACI_RS07785		
OG0004622			Rv3139	PA4995			
OG0004623			Rv3140	PA4994			
OG0004624			Rv3143			XNR_RS23415	
OG0004625			Rv3167c			XNR_RS07015	
OG0004626			Rv3171c			XNR_RS10470	
OG0004627			Rv3182			XNR_RS12210	
OG0004628			Rv3195			XNR_RS07965	
OG0004629			Rv3196			XNR_RS07995	
OG0004630			Rv3198c			XNR_RS08020	
OG0004631			Rv3201c			XNR_RS08040	
OG0004632			Rv3202c			XNR_RS08045	
OG0004633			Rv3207c			XNR_RS08095	
OG0004634			Rv3210c			XNR_RS08125	
OG0004635			Rv3217c			XNR_RS07765	
OG0004636			Rv3218			XNR_RS07770	
OG0004637			Rv3219			XNR_RS07775	
OG0004638			Rv3220c			XNR_RS07780	
OG0004639			Rv3224	PA2892			
OG0004640			Rv3231c			XNR_RS09325	
OG0004641			Rv3244c			XNR_RS09380	
OG0004642			Rv3256c			XNR_RS09470	
OG0004643			Rv3258c			XNR_RS09500	
OG0004644			Rv3259			XNR_RS09505	
OG0004645			Rv3261			XNR_RS09530	
OG0004646			Rv3262			XNR_RS09535	
OG0004647			Rv3263			XNR_RS29830	
OG0004648			"Rv3267, Rv3484"				
OG0004649			Rv3268			XNR_RS09555	
OG0004650			Rv3277			XNR_RS09725	
OG0004651			Rv3297			XNR_RS05480	
OG0004652			Rv3303c			XNR_RS19880	
OG0004653			Rv3304			XNR_RS19875	
OG0004654			Rv3317			XNR_RS19490	
OG0004655			"Rv3348, Rv3844"				
OG0004656			Rv3389c	PA1018			
OG0004657			Rv3410c			XNR_RS18865	
OG0004658			Rv3414c			XNR_RS18855	
OG0004659			Rv3463			XNR_RS15720	
OG0004660			"Rv3502c, Rv3548c"				
OG0004661			"Rv3504, Rv3543c"				
OG0004662			"Rv3505, Rv3544c"				
OG0004663			"Rv3513c, Rv3515c"				
OG0004664			Rv3553	PA1024			
OG0004665			Rv3577			XNR_RS04675	
OG0004666			Rv3587c			XNR_RS17315	
OG0004667			"Rv3594, Rv3766"				
OG0004668			Rv3605c			XNR_RS17025	
OG0004669			"Rv3614c, Rv3867"				
OG0004670			"Rv3615c, Rv3865"				
OG0004671			"Rv3616c, Rv3864"				
OG0004672			Rv3626c			XNR_RS17000	
OG0004673			Rv3629c			XNR_RS22455	
OG0004674			Rv3656c			XNR_RS31215	
OG0004675			Rv3657c			XNR_RS31220	
OG0004676			Rv3658c			XNR_RS13440	
OG0004677			Rv3660c			XNR_RS13450	
OG0004678			Rv3662c			XNR_RS13460	
OG0004679			Rv3669			XNR_RS13490	
OG0004680			Rv3671c			XNR_RS13505	
OG0004681			Rv3677c			XNR_RS13530	
OG0004682			Rv3679			XNR_RS13545	
OG0004683			Rv3680			XNR_RS13550	
OG0004684			Rv3681c			XNR_RS13555	
OG0004685			Rv3690			XNR_RS09405	
OG0004686			Rv3691			XNR_RS09410	
OG0004687			Rv3701c			XNR_RS28115	
OG0004688			Rv3702c			XNR_RS28120	
OG0004689			Rv3704c			XNR_RS28130	
OG0004690			"Rv3705A, Rv3706c"				
OG0004691			Rv3707c			XNR_RS19520	
OG0004692			Rv3712			XNR_RS27750	
OG0004693			Rv3713			XNR_RS27745	
OG0004694			Rv3718c			XNR_RS02190	
OG0004695			Rv3729		SACI_RS03345		
OG0004696			Rv3733c			XNR_RS01495	
OG0004697			Rv3735		SACI_RS07775		
OG0004698			"Rv3747, Rv3748"				
OG0004699			Rv3755c	PA1994			
OG0004700			Rv3774	PA1821			
OG0004701			Rv3780			XNR_RS15190	
OG0004702			Rv3791			XNR_RS19400	
OG0004703			Rv3808c				STM0724
OG0004704			Rv3818		SACI_RS00915		
OG0004705			Rv3836			XNR_RS14025	
OG0004706			Rv3839			XNR_RS21790	
OG0004707			Rv3854c	PA1208			
OG0004708			Rv3909			XNR_RS14835	
OG0004709			Rv3911			XNR_RS14850	
OG0004710			Rv3916c			XNR_RS14870	
OG0004711			"Rv0061c, Rv2307B"				
OG0004712			Rv2828A			XNR_RS22515	
OG0004713			Rv0979A			XNR_RS00220	
OG0004714			Rv1028A			XNR_RS29630	
OG0004715			"Rv1638A, Rv2744c"				
OG0004716			Rv2219A			XNR_RS23200	
OG0004717			"Rv0304c, Rv0354c"				
OG0004718			Rv0536			XNR_RS12140	
OG0004719			Rv0675	PA3426			
OG0004720			Rv0794c			XNR_RS28150	
OG0004721			Rv1000c	PA3306			
OG0004722			Rv1202			XNR_RS08275	
OG0004723			Rv1342c			XNR_RS07030	
OG0004724			Rv2667			XNR_RS24080	
OG0004725			Rv3197A			XNR_RS08010	
OG0004726			Rv3208A			XNR_RS08115	
OG0004727			Rv3214			XNR_RS20595	
OG0004728			Rv3293	PA1027			
OG0004729			Rv3678A			XNR_RS30825	
OG0004730			"Rv3746c, Rv3872"				
OG0004731			Rv3782				STM0720
OG0004732				"PA0058, PA0859"			
OG0004733				"PA0061, PA0062"			
OG0004734				"PA0081, PA1665"			
OG0004735				PA0086			STM0270
OG0004736				PA0087			STM0269
OG0004737				"PA0127, PA1035"			
OG0004738				"PA0132, PA5313"			
OG0004739				"PA0144, PA0145"			
OG0004740				"PA0158, PA3676"			
OG0004741				"PA0160, PA1747"			
OG0004742				PA0187		XNR_RS04885	
OG0004743				PA0190			STM4319
OG0004744				"PA0199, PA0694"			
OG0004745				"PA0233, PA3778"			
OG0004746				PA0257			STM0947
OG0004747				PA0258			STM0948
OG0004748				"PA0259, PA1509"			
OG0004749				"PA0271, PA2048"			
OG0004750				PA0286		XNR_RS10270	
OG0004751				PA0292		XNR_RS06450	
OG0004752				PA0293		XNR_RS02410	
OG0004753				"PA0348, PA0349"			
OG0004754				PA0408		XNR_RS07350	
OG0004755				"PA0473, PA2821"			
OG0004756				PA0478		XNR_RS12060	
OG0004757				"PA0509, PA0516"			
OG0004758				"PA0537, PA4369"			
OG0004759				PA0557		XNR_RS20765	
OG0004760				PA0571			STM2453
OG0004761				"PA0611, PA0906"			
OG0004762				PA0623			STM2700
OG0004763				PA0626			STM2696
OG0004764				PA0628			STM2695
OG0004765				"PA0643, PA0646"			
OG0004766				"PA0644, PA0647"			
OG0004767				"PA0645, PA0648"			
OG0004768				PA0657		XNR_RS20240	
OG0004769				"PA0659, PA1036"			
OG0004770				"PA0682, PA3097"			
OG0004771				"PA0688, PA0689"			
OG0004772				PA0702		XNR_RS01000	
OG0004773				PA0715			STM3846
OG0004774				PA0728			STM2739
OG0004775				"PA0730, PA3479"			
OG0004776				PA0753			STM2787
OG0004777				PA0757			STM2784
OG0004778				PA0790		XNR_RS27435	
OG0004779				"PA0830, PA1542"			
OG0004780				PA0855		XNR_RS12925	
OG0004781				PA0877			STM0859
OG0004782				"PA0885, PA5168"			
OG0004783				"PA0929, PA2686"			
OG0004784				"PA0957, PA4093"			
OG0004785				PA1062		XNR_RS25995	
OG0004786				"PA1076, PA2753"			
OG0004787				PA1114			STM1236
OG0004788				"PA1144, PA1569"			
OG0004789				PA1149			STM0287
OG0004790				"PA1153, PA2423"			
OG0004791				"PA1167, PA1784"			
OG0004792				"PA1168, PA4139"			
OG0004793				"PA1240, PA2841"			
OG0004794				"PA1243, PA2177"			
OG0004795				"PA1246, PA3406"			
OG0004796				"PA1255, PA1268"			
OG0004797				PA1263		XNR_RS15995	
OG0004798				"PA1293, PA1688"			
OG0004799				PA1311			STM0432
OG0004800				PA1312			STM2912
OG0004801				PA1313			STM2911
OG0004802				PA1314			STM2910
OG0004803				"PA1345, PA1944"			
OG0004804				PA1349		XNR_RS16375	
OG0004805				PA1356		XNR_RS00530	
OG0004806				PA1372			STM2767
